label,new_message1
0,"Fix source compatibility for some <iden> callsites. ( <link> )  <enter> We had a problem where boolean vals needed to be reverted back to boolean funs. I'd like to go back to vals later, but supporting existing source patterns is more important. <enter> We also had a problem where single abstract method types (<iden> types) could be supplied as lambas when calling into <iden> but not when calling into <iden>. <enter> I found these by pointing  <file_name>  at the <iden> <enter> Get there like this: git co  <link> ^ git co  <link>  okhttp/build.gradle git co  <link>  build.gradle "
0,Update issue templates 
0,"Fail HTTP/2 connections if the pong is not received. ( <link> )  <enter> This removes the  <file_name>  abstraction from our http2 package. This was written as if it were a public API, but never exposed to any callers but tests. Removing it makes it easier to lock down how pings are used. <enter> This also removes the  <file_name>  class, replacing it with a new  <file_name>  on  <method_name>  The new  <file_name> , STALL_SOCKET_AT_START, allows us to do <iden> and negotiate an HTTP/2 connection without actually building a proper  <file_name>  and without responding to pings. <enter> The behavior in HTTP/2 connections is modeled after our behavior in web sockets. We count outgoing pings, incoming pongs, and confirm that the pongs are keeping up. If later we make this policy more sophisticated we can track the changes in both places. <enter>  Closes :  <link> "
0,First step towards HTTP/2 automatic pings. ( <link> )  <enter> This changes the executor services in HTTP/2 connection to split up listener executors (of which there may be many threads) from writer executors (of which there is one per connection). <enter> This adds a scheduled executor job to send pings on an interval. We don't yet fail the connection if pongs are not received. <enter> For follow-up there's some work to remove exising APIs to send pings through the HTTP/2 APIs. These are unused and make it awkard to confirm that only the automatic pings are being replied to. <enter> See  <link> 
0,Don't summarize the request and response  <method_name>  ( <link> )  <enter> Just pass the <iden> and <iden> objects in directly. 
2,Fix a race in  <method_name>  ( <link> )  <enter> We were assuming on a client failure the server wouldn't have any further events. But it will get a failure if we give it a moment. This was causing some test flakiness. 
0,Add <iden> config to README 
0,Improve some Markdown 
0,unit test for metadata 
2," <file_name>  ( <link> )  <enter> fixes <link> ,  <link> ,  <link> "
2,bugfix follow <link> ( <link> ) 
0,just for modify comments and imports ( <link> ) 
0,remove tomcat-embed-logging-juli ( <link> )  <enter> fixes <link> 
0,make metadata key contain : when version and group is empty ( <link> ) 
2,fix qos configuration cannot work after added 'qos-enable' style support ( <link> ) <enter>  fixes <link> 
3,modify metadata store from sync to async 
3,modify consumer  <file_name> : param type from string to map 
2,fix :dubbo.properties cannot work on <iden> 
3,merge dev-metadata from upstream and refactor zk store 
3,seperate retry from  <file_name>  
3,delete class 
0,add unit test 
0,add tests 
1,checkpoint 
0,Cleaning up compile errors from reverting hamcrest change 
3, <file_name>  drastically simplified 
0,Hamcrest <version> documented in release notes 
3,Removing more TODOs  <enter> 
3,Added parallel tests to  <file_name>  
0,Make  <file_name>  more beautiful by creating a <iden>  <enter> extension point in  <file_name>  <enter> 
3,Ignore test for gump (need better long-term solution) 
2,Incorporated <iden>'s patch for  <file_name> <enter> 
1,merged 
3,Finishing the work of  <file_name> <enter> 
0,Added note of fixed bug 
0,We're <version> now  <enter> 
2,Fix javadoc on  <file_name>  
0,"Finished release notes, I think "
0,"javadoc'ed, and with better names "
3,"Multiple categories on tests,  <file_name>  inheritance, production classes in production package. "
0,Removed unused import 
3,"Multiple categories on tests,  <file_name>  inheritance, production classes in production package. "
3,CategoriesMark2 reuse code properly from  <file_name>  
1,merged 
1," <file_name> ,  <file_name>  "
3, <file_name>  takes <iden> target  <enter> 
0,Fixing  <file_name> ->Rule name changes 
3, <method_name>  to replace <iden>( <file_name> ) 
3, <file_name>  takes <iden> target 
2, <file_name>  isn't public 
0,Simplify <iden> implementation for backward compatibility 
3,Simplify  <file_name>  implementations 
3,"Getting there with  <file_name> , but checking in before everything works, to demo squeezing <enter> "
0,removed spaces before period in comment 
2, <file_name>  does not need to be abstract.  <enter> Fixes <link> . 
0,"test: no inline comment, comment space "
3,"no #<iden>, no inline comment, added space in comment "
3,small optimization if-else 
1,"removed  <file_name> , updated  <file_name>  and  <file_name>  "
0,Prepare for <iden> release 
0,getNanos() is a single thread confinement. Volatiles not needed! 
2,fixes for <link> and <link> 
3,"Added #finished(long nanos, <iden> description) "
3,same as ANT => excluded internal packages 
0,"fixed Javadoc 'its'  <enter> micros -> toMicros, millis -> toMillis, seconds -> <iden> fixed Javadoc 3 lines to tab <iden> -> <iden> -> <iden> enum <iden> - > PASSED equalTo -> is(equalTo) "
0,Improved <iden>:  <file_name>  fails few times 
3,improved implementation using <iden> 
2,Unnecessary array in varargs in AnnotatedBuildrer: Constructor#newInstance(Object ... initargs) 
2,Wrong href link for Java <iden> in <iden> Javadoc 
0,Prepend without replacing in  <file_name> <enter> It was incorrect to simply replace existing instances because you can't tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority. <enter>  Fixes <link> 
0,Exclude @ManagedResources from <iden> MBeans  <enter> If an <iden> is already <iden> then it doesn't need an additional (probably wrong) MBEan registration based on the invoke() method. 
0,"Align expectations of various <iden> configurations  <enter> They all want to create an <iden> and when that happens user sees no MBeans, or sometimes just one set (<iden> Core, <iden> or <iden>). To harmonise them we create a  @bean  of type <iden> and link to it in the other autoconfigs <enter>  Fixes <link> "
0,Ensure JPA vendor properties are period separated  <enter> If you bind to <iden>> you get a nested <iden> instead of period-separated keys. This change just makes  <file_name>  expose a <iden>> so the keys are sane. <enter>  Fixes <link> 
0,Extract logic for duplicate file removal so it can be shared  <enter> .. between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. <enter> Really  fixes <link> 
3,Add <iden> to run task in sample 
0,"Register an <iden> in security autoconfig  <enter> This is quite a big step, but I think it helps a lot. Since <iden> always creates an <iden> if it doesn't find one already registered, it makes sense to also make it into a  @bean . <iden> does not register its <iden> by default though, so we have to do that for it if the user has created one with an  <iden>  <iden>, but not registered it as a  @bean . <enter> Having the  @bean  (marked  @primary  to prevent issues with  <iden> ) makes it easier to reason about what <iden> has done for you, and easier to default in simple use cases to the boot-created <iden>. For example, if I want an OAuth2 Authorization Server with password grant, it makes total sense for the <iden> for users to be the same as the  @primary  one. Now it is easy to set that up (just  @autowire  it). "
2,Fix freeMarker->freemarker 
0,"Remove duplicate resources from classpath  <enter> We had been making a special case for logback.xml anyway, so extending that to simply deleting recursively all of src/main/resources (or equivalent) from target/classes (or equivalent) seems like it's perfectly justifiable. <enter>  Fixes <link> "
0,Remove undefined <iden> appender from basic log4j config  <enter> Fixes <link> 
0,Add <iden> for <iden>  <enter> <iden> is exposed via server.servletPath. <enter>  Fixes <link> 
0,Typos in Javadocs 
3,Add  <file_name> <enter> [#48055575] [bs-31] Add hooks for failed application context startup 
0,Add missing depdendency 
0,Add README to cli 
2,Fix test 
0,Add test for nested properties 
1,Kent & Erich patch swallowing in Merlin
0,Preparing for <version> 
3,Now sorting tests globally 
3,"Oops, checked in some scaffolding and temporary changes "
2,"AllTests passes, but Eclipse doesn't cal  <file_name> , so first attempt at dogfooding failed. "
1,*** empty log message *** 
0,Added <iden>'s test for running subclasses of <iden> 
0,Brought in old  <file_name>  for compatibility. Renamed new  <file_name>  to  <method_name>  
3,Adding javadoc. Move  <file_name>  to experimental. 
3,Tweaked  <file_name>  a bit. It still seems strange that the class runner creates a statement which creates another class runner (or perhaps more class runners?). 
3,Simplified  <method_name>  Factored out ignoring violated assumptions into its own <iden>. 
3,Comparing arrays declared as <iden> now uses array comparison. There was also a strange change to the  <file_name>  file that I reverted. <enter> -- Kent 
1,[ 609972 ] '...' in  <file_name>  
2,[ 774304 ] Fix for JUnit <version> does not compile with JDK <version> 
0,"Reorganized the  <file_name> , which had grown unwieldy. "
2,Fixed small comments 
0,Deleted unnecessary  <file_name>  file. 
0,Enhanced missing test.jar error message 
3,move examples  <enter> <url> 
0,refactor package  <enter> <url> 
0,refactor package  <enter> <url> 
0,refactor package  <enter> <url> 
0,refactor package  <enter> <url> 
0,refactor package  <enter> <url> 
0,refactor package  <enter> <url> 
0,refactor package  <enter> <url> 
0,refactor package  <enter> <url> 
0,refactor package  <enter> <url> 
0,refactor package  <enter> <url> 
0,refactor package  <enter> <url> 
0,refactor package  <enter> <url> 
0,refactor package  <enter> <url> 
1, <file_name> <enter> <url> 
1,Modify  <file_name> <enter> <url> 
1,Modify  <file_name> <enter> <url> 
1,Add <version>  <enter> < <file_name> > 
0,"Use Google's <iden> mirror  <enter> We are using <iden> <version> which by default uses HTTP instead of HTTPS for resolving artifacts from <iden>. <iden> recently discontinued HTTP support. Therefore the build on Travis started failing. By using an HTTPS mirror of <iden> the build on Travis will work again. <enter> I chose Google's mirror because Travis uses this mirror by default, too. I did not upgrade to a new version of <iden> because there is no newer version with Java 5 support and it should be possible to build JUnit 4 with Java 5 so that we can easily ensure that it works with Java 5. "
0,Deprecate  <method_name> <enter> The method <iden> is used for writing assertions with Hamcrest. Hamcrest is an independent assertion library and contains an own <iden> method in the class 'org.hamcrest.MatcherAssert'. It is available both in the old Hamcrest <version> release and in the current Hamcrest <version>. Therefore the JUnit team recommends to use Hamcrest's own <iden> directly. 
0,Identify reflection package jdk.internal.reflect  <enter> JDK 9 uses classes from the package jdk.internal.reflect instead of sun.reflect. 
0,Add test for handling <iden>  <enter> The code was changed by commit  <link>  but unfortunately the test was not part of the commit. The test is based on Philip Graf's test in pull request  <link> . <enter> <iden>-authored-by: Philip Graf <git@acanda.ch> 
0,Build with <iden> <version> (using <iden>)  <enter> This makes the build independent from the <iden> version that is installed on the build machine. E.g. Travis has <iden> <version> installed that does not support <iden> 6 anymore. <enter> <iden> version <version> is used because all newer version don't support <iden> <version>. 
0,"Restore folder `javadoc/latest` for Javadoc.  <enter> This folder has been used for many years. There are links to Javadoc at that folder (e.g.  <url>#2935935  ). Restoring the folder `javadoc/latest` will hopefully restore the Javadoc pages in Google Search, too. "
0,Increase running time of statement. Fixes <link> .  <enter> The time between starting the statement and calling the future is arbitrary. Now the execution time of the statement is very very long. This ensures that the statement is not already finished when the future is called. 
3,Apply code review. 
0,deleted duplicate  <file_name>  
2,fixed issue <link> (wrong JavaDoc of  <file_name> ) 
3,applied code review 
3,added Javadoc for  <file_name>  
0,Update Maven GPG plugin from <version> to <version>.  <enter> Just to keep up-to-date. Release notes:  <url> 
0,"Create a class  <method_name> <enter> This class keeps the data together that are needed for creating a runner for a single data set of a  <file_name>  test. This makes it also clear, that the computation of the name is not the responsibility of the runner but of the Parameterized class. "
0,Throw exception with helpful message if annotated field is not public (fixes issue  <link> ). 
0,Move  <file_name>  to package org.junit.runners.model.  <enter> It is common to add tests to the same package as the class under test. 
0,Fixes <link> : replaced @rule by <iden> 
0,"Revert changes of <link> . Fixes <link> .  <enter> Still  fixes <link> , but the original fix was superfluous. Added documentation about handling assumes and asserts in conjunction with the  <file_name>  rule. "
0,"Delete  <file_name>  files, because we're using Git now. "
3,Rewrite JavaDoc of  <method_name> <enter> Remove internal details of the created filter and describe its behaviour instead. 
0,Deleted dead  <file_name>  link.  <enter> Fix <link> . 
2,fail when <iden> expected but not thrown  <enter> When a user expected the production code to throw an <iden> by using  <file_name>  (together with the #<iden> option) but the code under test didn't do so the test was not failing. This was because the  <file_name>  rule caught its own <iden> issued to signal that the expected exception was not thrown. 
0,fix <link> : PROPFIND request should not redirect to GET request 
2,Following feedback from dsaff 
0,fix for <link> Master now builds on windows. 
0,typo for  <file_name>  ( <link> ) 
0,Class comment error ( <link> ) 
0,Refactor  <file_name>  by using <iden>  <enter> Cont.  <link>  <enter> We can use <iden> instead of overriding <iden> abstract class. 
0,Remove unnecessary use of grouping parentheses  <enter> Let's remove warnings found by errorprone. <enter> - attempt  <enter> - isEaualTo  
3,Do not allow remote peer to arbitrarily size the <iden> decoder dynamic table. 
3,Handle <iden> in  <file_name>  
0,reformat with two-space indent 
0,fixes and refactoring for http multipart post streaming 
0,"Fixes <link> : Fix <version> release notes, make sure markdown errors halt  <file_name>  "
3,Merging kcooney-issue227 to master 
3,Set master version to <version> in  <file_name>  
0,Updated version to <version> 
3,Update version in  <file_name> ; delete obsolete  <file_name> ;  <enter> remove duplication in  <file_name>  
0,Update  <file_name>  to test 'ant profile' 
3,"<version> final in version, non-snapshot staging "
3,"Update <iden> version, improve  <file_name>  javadoc, update release notes "
3,"further documentation cleanup, especially around  <file_name>  "
3,Automatic uploading of staged maven artifacts. 
3,"Adding bogus markdown, but should be removed later "
1,Switching back from kcooney-run-leaf to kcooney-run-leaf 
2,Fix  <method_name>  javadoc. (Thanks to lacostej for initial pull) <enter>  Closes <link> . 
3,Added release theme header 
3,alpha-ready implementation of  <file_name>  
1,Didn't want that 
0,Bump version 
0,up version 
1,I want these gone 
2,Fix compilation errors 
0,Most of the plans and mark2 nonsense gone 
1,categories 2 
2,fix protocol register set false not work ( <link> ) 
2,[dubbo-2766] fix the bug of <iden> method of  <file_name>  ( <link>  <enter> ) 
0,"Use %n in string.format() ( <link> )  <enter> In format strings, it is generally preferable better to use %n, which will produce the platform-specific line separator. "
0,Remove useless variable ( <link> ) 
3,Moved echo up. 
0,Cleaned up code. 
0,"[Dubbo-perf]: Reduce object allocation for  <method_name>  <iden>, <iden>, <iden>) ( <link> ) "
0,Refactor: remove  <method_name>  and relace it with  <method_name>  ( <link> ) 
3,Moved validation first before cloning 
0,Removal of Unnecessary Creation of <iden>  <enter> if <iden> has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation. 
0,release <version> 
3,mv examples 
0,Add  <method_name>  ( <link> ) 
0,Check for DSP to enable <iden>. ( <link> )  <enter> * Check for DSP to enable <iden>. <enter> * Move ducktyped method references into method body. <enter> * Add static check that determines if <iden> is supported. 
0,code format ( <link> ) 
0,Minor improvement on test cases: ( <link> )  <enter> 1. Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4) 2. Use assertTrue and other assert methods through static import to make codes easier to read 
3,Getting started on  <file_name>  javadoc  <enter> 
3,Getting started on  <file_name>  javadoc 
0,Simplify code with Lambda ( <link> )  <enter> Simplify code with Lambda 
0,Remove unused import for unit test ( <link> )  <enter> * clear unused import 
3,Remove reference to obsolete mailing list 
0,Remove openjdk6 from Travis pipeline for now  <enter> Related issue:  <link> 
3,Change links to point directly to junit4/5 repos 
0,Update <iden> 5 teaser 
0,Update <iden> 5 teaser 
0,Update campaign spending 
3,Use new logo and link to new website 
3,Publish from Travis  <enter> Remove 11 <enter> Omit signing <enter> WIP 
3,Add  <file_name>  
0,Adapt links to reflect repo rename 
0,Add more contributors 
0,List more contributor names 
3,Add  <file_name>  <iden> 
3,Add type wildcard 
3,Suppress <iden> deprecation warnings 
2,Fix indentation 
3,Relocate <iden> artifact 'junit-dep' to 'junit' 
3,Disable summary report 
0,Fix <link> - correct link to <version> release notes 
0,Fix javac build  <enter> Replace both() with <iden>() 
3,Migrate release notes from wiki to repo 
3,Disable xref reports 
0,Fix typo in test name 
2,@rule fields/methods must not be static  <enter> Fixes KentBeck/junit#339 
2,Both hasCause() and hasMessage() describe mismatches 
0,Rename <iden>() to isException()/isThrowable()  <enter> Following suggestion by  @sf105 
3,Add  <method_name>  back 
0,Add  <method_name>  and  <method_name> <enter> Closes <link> . 
0,"Upate  <file_name>  to make the 'name' field volatile.  <enter> This ensures that the name is published across threads correctly--for instance, if a parallelized runner is used. <enter>  Closes <link> "
0,Added better  <file_name>  
1,Updated gitignore 
3,Organized imports according to project's conventions 
3,Stripped accidental formatting from an earlier commit 
0,[Dubbo-2766]Fix 2766 and enhance the invoke command ( <link> )  <enter> * add getter and setter for ServiceConfig's interfaceName property#2353 <enter> * add interfaceName to ignoreAttributeNames and change the unit test <enter> * delete the demo source code and update the unit test <enter> * unchange ServiceConfig <enter> * update unit test <enter> * update unit test <enter> *  fix <link>  and enhance invoke command 
0,Simply  <file_name>  ( <link> ) 
0,Update javadoc based on PR comment. 
3,Expose <iden> via the  <file_name>  injection-like framework. 
3,Reorder assignments to match order of parameters. 
2," <method_name>  did not work reliably.  <enter> Was assuming that the <iden> used for JUnit could also load test classes. While this may be true in a simple test runner based on a flat classpath, it is not true in all test runners. When we are given a <iden> object, keep it鈥攄o not try to reconstruct it from its name alone. "
1,whitespace. 
3,Changing  <file_name>  to implement  <file_name>  interface. 
3,'each' instead of 'f' for the variable name 
0,Pull request <link> && <link> : Adding <iden> annotation for field parameters 
0,add openjdk to travis ( <link> )  <enter> * add openjdk to travis <enter> * add openjdk to travis 
0,add jdk11 to travis ci ( <link> )  <enter> * add jdk11 to travis ci * Update  <file_name>  * upgrade jacoco to support jdk11 
3,Add support for scalars from <iden> 
0,Update to the latest version of okhttp 
0,fix <link> : enhance  <file_name>  equals ( <link> ) 
0,"register stated url to provider model, no matter the provider is configured to delay-published or not ( <link> ) "
3,throw unknown exception ( <link> ) 
0,"keep demo simple, and switch to use zookeeper as registry center ( <link> )  <enter> * keep demo simple, and switch to use zookeeper as registry center <enter> * remove comment "
0,"[DUBBO-3137]: get rid of <iden>, RpcConstatns,  <file_name>  ( <link> ) <enter> * [DUBBO-3137]: get rid of <iden>, RpcConstatns,  <file_name>  <enter> * fix compilation error <enter> * fix compilation issue <enter> * let compatible constants to  <file_name>  all constants <enter> * use static imports "
0,<link> : Dubbo 's  <file_name>  may be can't find custom <iden> ( <link>  <enter> <link> ) <enter> * update README <enter> *  <link> : Dubbo 's  <file_name>  may be can't find custom <iden> 
0,"follow up for pr#4339, remove the space ( <link> ) "
0,enhance shutdown hook in spring ( <link> ) 
0,"[DUBBO-3137]: step3, remove  <file_name>  completely. ( <link> )  <enter> * [DUBBO-3137]: step3, start to use  <file_name> , <iden>, and remove  <file_name>  completely. <enter> * remove <iden> imports "
0,Code review ( <link> )  <enter> * movde <iden> into  <file_name>  as a default method <enter> * adjust javado <enter> * optimize diamond <enter> * polish the code 
0,port <link> into main trunk ( <link> )  <enter> fixes <link> 
0,provide more meaningful binary releases. ( <link> )  <enter> fixes <link> 
0,switch from <iden> to regular list in order to avoid potential UnsupportedOperationException ( <link> ) <enter>  Fixes <link> 
0,Defensive check to solve issue <link> ( <link> ) 
0,oschina vote ( <link> ) 
0,enhance comments ( <link> ) 
0,<link> : need javadoc and articles for spring annotation use. ( <link> ) 
0,rename log file from alibaba to custom-access ( <link> ) 
0,update changes for <version> 
0,[dubbo-1689]: Enhance the test coverage part-10 : dubbo-plugin module (<link> ) <enter> *  <link> : Enhance the test coverage part-10 : dubbo-plugin module <enter> *  <link> : Enhance the test coverage part-10 : dubbo-plugin module <enter> * fix unit test failure 
0,remove <iden>() ( <link> ) 
0,reformat the code style ( <link> ) 
0,"unit test for dubbo-config-api ( <link> )  <enter> * finish unit test for <iden> <enter> * finish unit test for <iden> <enter> * move to right package <enter> * finish unit test for <iden> <enter> * finish unit test for <iden> <enter> * finish unit test for <iden> <enter> * move to right package <enter> * finish unit test for <iden> <enter> * unit test for  <file_name> , also fix logic issue in <iden> "
2,supplementary change for pull request#1388 
0,<link> : <iden> deserialize 'zh-hant_CN' 
3,rename package name from <iden> to impl 
0,<link> I18N effort for dubbo code base - dubbo-plugin 
0,<link> : I18N effort for dubbo code base - dubbo-rpc (part1) 
0,<link> : I18N effort for dubbo code base: dubbo-common 
0,<link> I18N effort for dubbo code base: dubbo-common 
1,remove  <file_name>  
0,add badges for last release and license 
0,update README 
0,add unit test for parsing path 
3,enable unit test under jdk6 and jdk7 
3,find correct component type when the enclosing type is <iden><int[]> on <iden> 7 and beyond 
0,Enable GitHub <iden> Security Scanning ( <link> ) ( <link> )  <enter> Add  <file_name>  to configure GitHub workflow for code security scanning. Added <iden> action to override default <iden> 8. 
0,"Remove fast-tests maven target.  <enter> Many of our tests store data in static fields, so the tests cannot be run in parallel. <enter>  Fixes <link> "
3,Highlight java syntax 
3, <file_name>  - load through bootstrap 
3,Correct UTF8 <iden> is EFBBBF 
0,refactor some string operations with <iden> ( <link> )  <enter> refactor string empty check statements. 
0,Fix <iden> conflict ( <link> )  <enter> * fix <iden> conflict <enter> * modify <enter> * modify avro id 
0,adds optional  <file_name>  body for <iden> requests to ammend <link> 
2,Fix bug where request body isn't sent when it should 
0,Update CHANGELOG.md 
0,Add support for following <iden> 307 temporary redirects.  <enter> Fixes Android bug 41739. 
2,"Fix support for protobuf <version>+, ExtensionRegistry cannot be null "
0,"When pool autocommit is disabled, inform <iden>  <enter> Starting with <iden> <version>, the JPA property `hibernate.connection.provider_disables_autocommit` should be set to true when the datasource has autocommit disabled in order to improve performance. <enter> See  <link> "
0,Update HikariCP version to latest. 
0,Fix typo 
0,HTTP/1 >> <iden> 
0,Properly parse <iden> 7235 authentication headers ( <link> ) ( <link> ) 
2,Take care of the <iden> to make the inner class static. 
3,surefire and javadoc maven plugin updates 
3,Added blurb about GSON documentation 
3,Add wildcard hostnames support in  <file_name>  
0,"Reused <iden> instead of own defined class  <enter> (they were the same) and relocated the changes to a better location in the file which is more inline with the rest of the file. And, of course, removed the superfluous brackets. "
3,Replaced invocation of deprecated factory methods in favor of newer counterparts in  <file_name>  
0,Remove redundant throws. 
0,Make minimum outgoing web socket message compression size configurable (  <enter> <link> ) <enter> * Expose minimum outgoing web socket message compression size option in  <method_name>  <enter> * Don't refer to implementation class in API doc <enter> * Add non-negative check for webSocketMinimumDeflateSize <enter> * Add tests for webSocketMinimumDeflateSize <enter> * Rename option to <iden> 
2,Fix correctness of WebSocketReader reserved flags test 
0,Document sharing an instance with additional configuration ( <link> ) 
0,Align  <file_name>  Javadoc with documentation  <enter> See  <link> 
0,Add  <file_name>  option for  <file_name>  building  <enter> This commit adds a  <file_name>  option to the configuration of the Maven plugin spring-boot:build- <file_name>  goal and the Gradle plugin  <file_name>  task. The new option gives users control over pulling the  <file_name> <file_name>  and run  <file_name>  from a remote  <file_name>  registry to the local <iden> daemon. <enter> See  <link> 
0,Convert  <file_name>  to <iden> ( <link> )  <enter> * Convert  <file_name>  to <iden> <enter> * Rename  <file_name>  to .kt <enter> * Revert from @JvmOverloads constructor to two constructors <enter> * Add <iden> to delegate <enter> * Add  <file_name>  methods to <iden> excludes 
0,Document default value change for proxy-target-class  <enter> This commit documents the change to the default value for spring.aop.proxy-target-class by clarifying when the default is true vs false. <enter> See  <link> 
0,Removed the unnecessary <iden>: block in javadoc 
3,Includes this repo in our open source bug bounty program. 
3,"remove 'f' prefix from field names, add  <file_name> , change  <file_name>  "
0,fix comment grammar error ( <link> )  <enter> Co-authored-by: tangtong <alan1@sfmail.sf-express.com> 
0,Add XMLUnit to spring-boot-starter-test  <enter> Closes <link> 
0,update year to 2021 ( <link> ) 
0,Add <iden> auto-configuration  <enter> Update Spring <iden> auto-configuration so that `<iden>` from `<iden>` is implicitly applied. Prior to this commit `<iden>` interfaces would only get picked up if `<iden>` was added alongside with the `@SpringBootApplication`. <enter>  Fixes <link> Closes <link> 
3,implementing kcooney's suggestion 
2,Fix NPE in  <file_name>  when migration.installedOn is null  <enter> See  <link> 
0,format code style ( <link> ) 
2,Fixed <iden> annotation method parameters are not in effect ( <link> ) 
0,Merge pull re  <enter> fix qos port can only configure by <iden> property problem 
0,"make loadbalance robust, add comments ( <link> ) "
0,"Proofread README.md file with multiple fixes ( <link> )  <enter> Fixed typo, grammatical, punctuations, and semantic coherence to improve readability and content quality. <enter> "
0,Remove redundant code ( <link> )  <enter> * Optimize StringBuilder#append <enter> * Remove redundant code 
0,Remove unnecessary null check  <enter> See  <link> 
0,Close all servers/ports after tests finish ( <link> ) 
0,[Dubbo-2177]Fix the issue: Supplementary unit test <link> team 3 ( <link> )  <enter> * test <enter> * Please enter the commit message for your changes. Lines starting <enter> * test 
0,Fix typo <link> 
0,Update README.md ( <link> )  <enter> add @override annotation 
0,Update  <file_name>  ( <link> ) 
0,Format code ( <link> ) 
0,"Enhancement, support <iden> auto recognize in  <file_name>  ( <link> )  <enter> Fix <link> "
0,Added <iden> for dubbo-rpc-api module ( <link> )  <enter> * Added <iden> for dubbo-rpc-api module <enter> * Added apache license for  <file_name>  
0,Change <iden> to regular list in  <file_name>  ( <link> ) 
2,code rule ( <link> ) 
0,replace <iden> with <iden> ( <link> ) 
0,"Update  <file_name> <enter> Replace line break with missing line fold '
' to continue the property value. <enter>  Closes <link> "
2,[Dubbo-4871] fix cache file name issue in windows platform ( <link> ) 
